date,close
2001-05-07,25.207210540771484
2001-05-08,25.168659210205078
2001-05-09,25.245752334594727
2001-05-10,24.9862117767334
2001-05-11,24.99137306213379
2001-05-14,25.127548217773438
2001-05-15,24.945119857788086
2001-05-16,25.63631248474121
2001-05-17,25.870141983032227
2001-05-18,26.04550552368164
2001-05-21,25.950084686279297
2001-05-22,25.529752731323242
2001-05-23,25.20223045349121
2001-05-24,25.130046844482422
2001-05-25,25.07847023010254
2001-05-29,25.127466201782227
2001-05-30,25.039785385131836
2001-05-31,25.00110626220703
2001-06-01,25.271867752075195
2001-06-04,25.823728561401367
2001-06-05,26.35238265991211
2001-06-06,26.587039947509766
2001-06-07,26.57671356201172
2001-06-08,26.305957794189453
2001-06-11,26.140913009643555
2001-06-12,26.251794815063477
2001-06-13,26.153806686401367
2001-06-14,26.25696563720703
2001-06-15,26.839773178100586
2001-06-18,26.83460235595703
2001-06-19,27.47931480407715
2001-06-20,27.649505615234375
2001-06-21,27.34519386291504
2001-06-22,27.020273208618164
2001-06-25,26.61283302307129
2001-06-26,26.360122680664062
2001-06-27,26.14864730834961
2001-06-28,26.922283172607422
2001-06-29,25.76699447631836
2001-07-02,26.401369094848633
2001-07-03,26.324010848999023
2001-07-05,26.25696563720703
2001-07-06,25.99909019470215
2001-07-09,26.881023406982422
2001-07-10,27.077011108398438
2001-07-11,27.51540184020996
2001-07-12,27.252361297607422
2001-07-13,27.360675811767578
2001-07-16,27.71138572692871
2001-07-17,28.31997299194336
2001-07-18,28.056934356689453
2001-07-19,27.953800201416016
2001-07-20,28.103349685668945
2001-07-23,27.644346237182617
2001-07-24,27.185319900512695
2001-07-25,27.18014907836914
2001-07-26,27.432886123657227
2001-07-27,27.340044021606445
2001-07-30,27.293624877929688
2001-07-31,27.902223587036133
2001-08-01,27.74748420715332
2001-08-02,27.432886123657227
2001-08-03,27.634023666381836
2001-08-06,27.52056312561035
2001-08-07,27.840330123901367
2001-08-08,27.701082229614258
2001-08-09,27.7784423828125
2001-08-10,28.376708984375
2001-08-13,28.727418899536133
2001-08-14,29.392744064331055
2001-08-15,29.39788818359375
2001-08-16,28.309648513793945
2001-08-17,27.812902450561523
2001-08-20,28.382102966308594
2001-08-21,28.097496032714844
2001-08-22,28.34588050842285
2001-08-23,28.273433685302734
2001-08-24,28.25273323059082
2001-08-27,28.12337303161621
2001-08-28,27.874998092651367
2001-08-29,27.569725036621094
2001-08-30,27.471385955810547
2001-08-31,27.274761199951172
2001-09-04,29.05479621887207
2001-09-05,29.10136604309082
2001-09-06,29.46356773376465
2001-09-07,28.837461471557617
2001-09-10,28.780534744262695
2001-09-17,28.884023666381836
2001-09-18,28.200992584228516
2001-09-19,27.704242706298828
2001-09-20,27.088476181030273
2001-09-21,27.031551361083984
2001-09-24,27.119535446166992
2001-09-25,27.39377212524414
2001-09-26,28.00954246520996
2001-09-27,28.190649032592773
2001-09-28,28.666690826416016
2001-10-01,28.677053451538086
2001-10-02,28.454547882080078
2001-10-03,28.08199119567871
2001-10-04,28.17511749267578
2001-10-05,28.304487228393555
2001-10-08,28.858156204223633
2001-10-09,28.687402725219727
2001-10-10,28.997867584228516
2001-10-11,28.428678512573242
2001-10-12,28.64082908630371
2001-10-15,28.832286834716797
2001-10-16,29.375608444213867
2001-10-17,29.8930606842041
2001-10-18,30.053451538085938
2001-10-19,30.229406356811523
2001-10-22,30.513988494873047
2001-10-23,30.45189094543457
2001-10-24,30.664043426513672
2001-10-25,30.513988494873047
2001-10-26,30.358762741088867
2001-10-29,30.301828384399414
2001-10-30,29.934438705444336
2001-10-31,29.965473175048828
2001-11-01,30.462263107299805
2001-11-02,30.51917266845703
2001-11-05,30.26043128967285
2001-11-06,30.5295352935791
2001-11-07,30.400146484375
2001-11-08,30.5295352935791
2001-11-09,30.819286346435547
2001-11-12,30.539857864379883
2001-11-13,30.865859985351562
2001-11-14,31.083202362060547
2001-11-15,31.046972274780273
2001-11-16,31.09886360168457
2001-11-19,31.088485717773438
2001-11-20,31.545207977294922
2001-11-21,31.5815486907959
2001-11-23,31.64381980895996
2001-11-26,31.399887084960938
2001-11-27,31.14557647705078
2001-11-28,31.135202407836914
2001-11-29,30.35148811340332
2001-11-30,30.23214340209961
2001-12-03,30.263254165649414
2001-12-04,29.7027530670166
2001-12-05,29.375776290893555
2001-12-06,28.893089294433594
2001-12-07,29.401714324951172
2001-12-10,28.815223693847656
2001-12-11,29.13702964782715
2001-12-12,29.09029197692871
2001-12-13,29.18372917175293
